corpus_unit_id,passage_text,plant_name,chemical_name,text,label
789,This ascertains that Feverfew should be dispensed in a properly stabilized form wherein its parthenolide content is not degraded to less than 90% of the original content.,Feverfew,parthenolide,Relation of Feverfew and parthenolide on This ascertains that Feverfew should be dispensed in a properly stabilized form wherein its parthenolide content is not degraded to less than 90% of the original content.,Positive
790,"Therefore, under the conditions of our study, PEITC and other constituents of watercress had at most a marginal inhibitory effect on P450 2A6-catalyzed coumarin 7-hydroxylation.",watercress,PEITC,"Relation of watercress and PEITC on Therefore, under the conditions of our study, PEITC and other constituents of watercress had at most a marginal inhibitory effect on P450 2A6-catalyzed coumarin 7-hydroxylation.",Positive
791,"26-Norbrassinolide, identified as a metabolite of brassinolide in cultured cells of the liverwort, Marchantia polymorpha, as well as 26-norcastasterone and 26-nor-6-deoxocastasterone were synthesized.",liverwort,26-norcastasterone,"Relation of liverwort and 26-norcastasterone on 26-Norbrassinolide, identified as a metabolite of brassinolide in cultured cells of the liverwort, Marchantia polymorpha, as well as 26-norcastasterone and 26-nor-6-deoxocastasterone were synthesized.",Positive
792,"26-Norbrassinolide, identified as a metabolite of brassinolide in cultured cells of the liverwort, Marchantia polymorpha, as well as 26-norcastasterone and 26-nor-6-deoxocastasterone were synthesized.",Marchantia polymorpha,26-norcastasterone,"Relation of Marchantia polymorpha and 26-norcastasterone on 26-Norbrassinolide, identified as a metabolite of brassinolide in cultured cells of the liverwort, Marchantia polymorpha, as well as 26-norcastasterone and 26-nor-6-deoxocastasterone were synthesized.",Positive
793,"26-Norbrassinolide, identified as a metabolite of brassinolide in cultured cells of the liverwort, Marchantia polymorpha, as well as 26-norcastasterone and 26-nor-6-deoxocastasterone were synthesized.",liverwort,26-nor-6-deoxocastasterone,"Relation of liverwort and 26-nor-6-deoxocastasterone on 26-Norbrassinolide, identified as a metabolite of brassinolide in cultured cells of the liverwort, Marchantia polymorpha, as well as 26-norcastasterone and 26-nor-6-deoxocastasterone were synthesized.",Positive
794,"26-Norbrassinolide, identified as a metabolite of brassinolide in cultured cells of the liverwort, Marchantia polymorpha, as well as 26-norcastasterone and 26-nor-6-deoxocastasterone were synthesized.",Marchantia polymorpha,26-nor-6-deoxocastasterone,"Relation of Marchantia polymorpha and 26-nor-6-deoxocastasterone on 26-Norbrassinolide, identified as a metabolite of brassinolide in cultured cells of the liverwort, Marchantia polymorpha, as well as 26-norcastasterone and 26-nor-6-deoxocastasterone were synthesized.",Positive
795,"Isolated mustard seed evolved higher amounts of ethylene than those of canola, and this was particularly evident both early in embryogeny and later during the desiccation phase of seed maturation.",canola,ethylene,"Relation of canola and ethylene on Isolated mustard seed evolved higher amounts of ethylene than those of canola, and this was particularly evident both early in embryogeny and later during the desiccation phase of seed maturation.",Positive
796,"In this study, an analytical method for the determination of aflatoxins B(1), B(2), G(1) and G(2), a group of structurally similar mycotoxins, in ginseng root was developed.",ginseng,"aflatoxins B(1), B(2), G(1) and G(2)","Relation of ginseng and aflatoxins B(1), B(2), G(1) and G(2) on In this study, an analytical method for the determination of aflatoxins B(1), B(2), G(1) and G(2), a group of structurally similar mycotoxins, in ginseng root was developed.",Positive
797,Maximum shikimic acid accumulation occurred 3-7 DAA in corn receiving 0.16 and 0.32 kg/ha.,corn,shikimic acid,Relation of corn and shikimic acid on Maximum shikimic acid accumulation occurred 3-7 DAA in corn receiving 0.16 and 0.32 kg/ha.,Positive
798,A validated high-performance liquid chromatography (HPLC) method was developed for simultaneous determination and pharmacokinetic study of aloe emodin and chrysophanol in rats.,aloe,chrysophanol,Relation of aloe and chrysophanol on A validated high-performance liquid chromatography (HPLC) method was developed for simultaneous determination and pharmacokinetic study of aloe emodin and chrysophanol in rats.,Negative
799,The assay was linear over the range 28-2800 ng/mL (r(2) = 0.9993) for aloe emodin and 25.6-2560 ng/mL (r(2) = 0.9991) for chrysophanol.,aloe,chrysophanol,Relation of aloe and chrysophanol on The assay was linear over the range 28-2800 ng/mL (r(2) = 0.9993) for aloe emodin and 25.6-2560 ng/mL (r(2) = 0.9991) for chrysophanol.,Negative
800,"The average percentage recoveries of three spiked plasmas were 98.8-104.8% and 97.7-103.2% for aloe emodin and chrysophanol, respectively.",aloe,chrysophanol,"Relation of aloe and chrysophanol on The average percentage recoveries of three spiked plasmas were 98.8-104.8% and 97.7-103.2% for aloe emodin and chrysophanol, respectively.",Negative
801,"Their RSD of intra-day and inter-day precision at concentrations of 56, 280 and 1400 ng/mL for aloe emodin and 51.6, 258 and 1290 ng/mL for chrysophanol were less than 3.5%.",aloe,chrysophanol,"Relation of aloe and chrysophanol on Their RSD of intra-day and inter-day precision at concentrations of 56, 280 and 1400 ng/mL for aloe emodin and 51.6, 258 and 1290 ng/mL for chrysophanol were less than 3.5%.",Negative
802,This method was applied for the first time to simultaneously determinate aloe emodin and chrysophanol in rats following oral administration of traditional Chinese medicine of Da-Cheng-Qi decoction.,aloe,chrysophanol,Relation of aloe and chrysophanol on This method was applied for the first time to simultaneously determinate aloe emodin and chrysophanol in rats following oral administration of traditional Chinese medicine of Da-Cheng-Qi decoction.,Negative
803,The assay is suitable for identifying the plasma and tissue levels of aloe emodin and chrysophanol in preclinical investigations.,aloe,emodin,Relation of aloe and emodin on The assay is suitable for identifying the plasma and tissue levels of aloe emodin and chrysophanol in preclinical investigations.,Negative
804,"Regardless of rice varieties, arsenic content was about 28- and 75-folds higher in root than that of shoot and raw rice grain, respectively.",rice,arsenic,"Relation of rice and arsenic on Regardless of rice varieties, arsenic content was about 28- and 75-folds higher in root than that of shoot and raw rice grain, respectively.",Negative
805,"In fractions of parboiled and non-parboiled rice grain of both varieties, the order of arsenic concentrations was; rice hull>bran-polish>brown rice>raw rice>polish rice.",rice,arsenic,"Relation of rice and arsenic on In fractions of parboiled and non-parboiled rice grain of both varieties, the order of arsenic concentrations was; rice hull>bran-polish>brown rice>raw rice>polish rice.",Negative
806,"In fractions of parboiled and non-parboiled rice grain of both varieties, the order of arsenic concentrations was; rice hull>bran-polish>brown rice>raw rice>polish rice.",rice,arsenic,"Relation of rice and arsenic on In fractions of parboiled and non-parboiled rice grain of both varieties, the order of arsenic concentrations was; rice hull>bran-polish>brown rice>raw rice>polish rice.",Negative
807,"In fractions of parboiled and non-parboiled rice grain of both varieties, the order of arsenic concentrations was; rice hull>bran-polish>brown rice>raw rice>polish rice.",rice,arsenic,"Relation of rice and arsenic on In fractions of parboiled and non-parboiled rice grain of both varieties, the order of arsenic concentrations was; rice hull>bran-polish>brown rice>raw rice>polish rice.",Negative
808,"In fractions of parboiled and non-parboiled rice grain of both varieties, the order of arsenic concentrations was; rice hull>bran-polish>brown rice>raw rice>polish rice.",rice,arsenic,"Relation of rice and arsenic on In fractions of parboiled and non-parboiled rice grain of both varieties, the order of arsenic concentrations was; rice hull>bran-polish>brown rice>raw rice>polish rice.",Negative
809,"The biosynthetic activity of chlorogenic acids was clearly reduced in ripening and ripe seeds, especially in C canephora.",C canephora,chlorogenic acids,"Relation of C canephora and chlorogenic acids on The biosynthetic activity of chlorogenic acids was clearly reduced in ripening and ripe seeds, especially in C canephora.",Positive
810,"This study provides information on key polyphenol biosynthetic and regulatory genes, which could be useful in the development of potato varieties with enhanced health and nutritional benefits.",potato,polyphenol,"Relation of potato and polyphenol on This study provides information on key polyphenol biosynthetic and regulatory genes, which could be useful in the development of potato varieties with enhanced health and nutritional benefits.",Negative
811,The cumulative concentration response curve (CCRC) of Angiotensin II (Ang II) using isolated strip of ascending colon was shifted towards right in rats treated with ethanolic extract of Solanum torvum.,Solanum torvum,Angiotensin II,Relation of Solanum torvum and Angiotensin II on The cumulative concentration response curve (CCRC) of Angiotensin II (Ang II) using isolated strip of ascending colon was shifted towards right in rats treated with ethanolic extract of Solanum torvum.,Negative
812,The cumulative concentration response curve (CCRC) of Angiotensin II (Ang II) using isolated strip of ascending colon was shifted towards right in rats treated with ethanolic extract of Solanum torvum.,Solanum torvum,Ang II,Relation of Solanum torvum and Ang II on The cumulative concentration response curve (CCRC) of Angiotensin II (Ang II) using isolated strip of ascending colon was shifted towards right in rats treated with ethanolic extract of Solanum torvum.,Negative
813,"Here we report the first bioproduction of prostaglandins in plant species by introducing a cyclooxygenase gene from a red alga, Gracilaria vermiculophylla into the liverwort.",red alga,prostaglandins,"Relation of red alga and prostaglandins on Here we report the first bioproduction of prostaglandins in plant species by introducing a cyclooxygenase gene from a red alga, Gracilaria vermiculophylla into the liverwort.",Positive
814,"Here we report the first bioproduction of prostaglandins in plant species by introducing a cyclooxygenase gene from a red alga, Gracilaria vermiculophylla into the liverwort.",Gracilaria vermiculophylla,prostaglandins,"Relation of Gracilaria vermiculophylla and prostaglandins on Here we report the first bioproduction of prostaglandins in plant species by introducing a cyclooxygenase gene from a red alga, Gracilaria vermiculophylla into the liverwort.",Positive
815,"Here we report the first bioproduction of prostaglandins in plant species by introducing a cyclooxygenase gene from a red alga, Gracilaria vermiculophylla into the liverwort.",liverwort,prostaglandins,"Relation of liverwort and prostaglandins on Here we report the first bioproduction of prostaglandins in plant species by introducing a cyclooxygenase gene from a red alga, Gracilaria vermiculophylla into the liverwort.",Positive
816,"Moreover, we succeeded in drastically increasing the bioproduction of prostaglandins using an in vitro reaction system with the extracts of transgenic liverworts.",liverworts,prostaglandins,"Relation of liverworts and prostaglandins on Moreover, we succeeded in drastically increasing the bioproduction of prostaglandins using an in vitro reaction system with the extracts of transgenic liverworts.",Negative
817,Excised leaves of the succulent plant Bryophyllum fedtschenkoi exhibit a circadian rhythm of carbon dioxide metabolism in prolonged darkness.,Bryophyllum fedtschenkoi,carbon dioxide,Relation of Bryophyllum fedtschenkoi and carbon dioxide on Excised leaves of the succulent plant Bryophyllum fedtschenkoi exhibit a circadian rhythm of carbon dioxide metabolism in prolonged darkness.,Positive
818,"The potential of some intrinsic (MgCl2, ascorbic acid, pH) and extrinsic (temperature, pressure) factors for controlling/altering activity of myrosinase from broccoli was investigated in this paper.",broccoli,ascorbic acid,"Relation of broccoli and ascorbic acid on The potential of some intrinsic (MgCl2, ascorbic acid, pH) and extrinsic (temperature, pressure) factors for controlling/altering activity of myrosinase from broccoli was investigated in this paper.",Negative
819,"Growth and the production of volatile sesquiterpenoids by a chlorophyllous cell suspension culture from gametophytes of C. granulata, a leafy liverwort, were examined.",C. granulata,sesquiterpenoids,"Relation of C. granulata and sesquiterpenoids on Growth and the production of volatile sesquiterpenoids by a chlorophyllous cell suspension culture from gametophytes of C. granulata, a leafy liverwort, were examined.",Positive
820,"Growth and the production of volatile sesquiterpenoids by a chlorophyllous cell suspension culture from gametophytes of C. granulata, a leafy liverwort, were examined.",liverwort,sesquiterpenoids,"Relation of liverwort and sesquiterpenoids on Growth and the production of volatile sesquiterpenoids by a chlorophyllous cell suspension culture from gametophytes of C. granulata, a leafy liverwort, were examined.",Positive
821,"A new cardiac glycoside ""vijaloside"" in addition to well known cardenolide, asperosid (digitoxigenin-2',3'-di- O-methylglucopyranoside) have been isolated and identified from the roots of STREBLUS ASPER.",STREBLUS ASPER,cardiac glycoside,"Relation of STREBLUS ASPER and cardiac glycoside on A new cardiac glycoside ""vijaloside"" in addition to well known cardenolide, asperosid (digitoxigenin-2',3'-di- O-methylglucopyranoside) have been isolated and identified from the roots of STREBLUS ASPER.",Positive
822,"A new cardiac glycoside ""vijaloside"" in addition to well known cardenolide, asperosid (digitoxigenin-2',3'-di- O-methylglucopyranoside) have been isolated and identified from the roots of STREBLUS ASPER.",STREBLUS ASPER,vijaloside,"Relation of STREBLUS ASPER and vijaloside on A new cardiac glycoside ""vijaloside"" in addition to well known cardenolide, asperosid (digitoxigenin-2',3'-di- O-methylglucopyranoside) have been isolated and identified from the roots of STREBLUS ASPER.",Positive
823,"A new cardiac glycoside ""vijaloside"" in addition to well known cardenolide, asperosid (digitoxigenin-2',3'-di- O-methylglucopyranoside) have been isolated and identified from the roots of STREBLUS ASPER.",STREBLUS ASPER,cardenolide,"Relation of STREBLUS ASPER and cardenolide on A new cardiac glycoside ""vijaloside"" in addition to well known cardenolide, asperosid (digitoxigenin-2',3'-di- O-methylglucopyranoside) have been isolated and identified from the roots of STREBLUS ASPER.",Positive
824,"A new cardiac glycoside ""vijaloside"" in addition to well known cardenolide, asperosid (digitoxigenin-2',3'-di- O-methylglucopyranoside) have been isolated and identified from the roots of STREBLUS ASPER.",STREBLUS ASPER,asperosid,"Relation of STREBLUS ASPER and asperosid on A new cardiac glycoside ""vijaloside"" in addition to well known cardenolide, asperosid (digitoxigenin-2',3'-di- O-methylglucopyranoside) have been isolated and identified from the roots of STREBLUS ASPER.",Positive
825,"A new cardiac glycoside ""vijaloside"" in addition to well known cardenolide, asperosid (digitoxigenin-2',3'-di- O-methylglucopyranoside) have been isolated and identified from the roots of STREBLUS ASPER.",STREBLUS ASPER,"digitoxigenin-2',3'-di- O-methylglucopyranoside","Relation of STREBLUS ASPER and digitoxigenin-2',3'-di- O-methylglucopyranoside on A new cardiac glycoside ""vijaloside"" in addition to well known cardenolide, asperosid (digitoxigenin-2',3'-di- O-methylglucopyranoside) have been isolated and identified from the roots of STREBLUS ASPER.",Positive
826,"Ergosterol peroxide, cycloart-23-en-3beta,25-diol, vanillin and 4-hydroxybenzaldehyde have been isolated and characterized from a crude methanol extract of Euphorbia lagascae.",Euphorbia lagascae,Ergosterol peroxide,"Relation of Euphorbia lagascae and Ergosterol peroxide on Ergosterol peroxide, cycloart-23-en-3beta,25-diol, vanillin and 4-hydroxybenzaldehyde have been isolated and characterized from a crude methanol extract of Euphorbia lagascae.",Positive
827,"Ergosterol peroxide, cycloart-23-en-3beta,25-diol, vanillin and 4-hydroxybenzaldehyde have been isolated and characterized from a crude methanol extract of Euphorbia lagascae.",Euphorbia lagascae,"cycloart-23-en-3beta,25-diol","Relation of Euphorbia lagascae and cycloart-23-en-3beta,25-diol on Ergosterol peroxide, cycloart-23-en-3beta,25-diol, vanillin and 4-hydroxybenzaldehyde have been isolated and characterized from a crude methanol extract of Euphorbia lagascae.",Positive
828,"Ergosterol peroxide, cycloart-23-en-3beta,25-diol, vanillin and 4-hydroxybenzaldehyde have been isolated and characterized from a crude methanol extract of Euphorbia lagascae.",Euphorbia lagascae,vanillin,"Relation of Euphorbia lagascae and vanillin on Ergosterol peroxide, cycloart-23-en-3beta,25-diol, vanillin and 4-hydroxybenzaldehyde have been isolated and characterized from a crude methanol extract of Euphorbia lagascae.",Positive
829,"Ergosterol peroxide, cycloart-23-en-3beta,25-diol, vanillin and 4-hydroxybenzaldehyde have been isolated and characterized from a crude methanol extract of Euphorbia lagascae.",Euphorbia lagascae,4-hydroxybenzaldehyde,"Relation of Euphorbia lagascae and 4-hydroxybenzaldehyde on Ergosterol peroxide, cycloart-23-en-3beta,25-diol, vanillin and 4-hydroxybenzaldehyde have been isolated and characterized from a crude methanol extract of Euphorbia lagascae.",Positive
830,"Ergosterol peroxide, cycloart-23-en-3beta,25-diol, vanillin and 4-hydroxybenzaldehyde have been isolated and characterized from a crude methanol extract of Euphorbia lagascae.",Euphorbia lagascae,methanol,"Relation of Euphorbia lagascae and methanol on Ergosterol peroxide, cycloart-23-en-3beta,25-diol, vanillin and 4-hydroxybenzaldehyde have been isolated and characterized from a crude methanol extract of Euphorbia lagascae.",Negative
831,Baicalein is one of the major flavonoids originally isolated from the roots of Scutellaria baicalensis Georgi (Labiatae).,Scutellaria baicalensis Georgi,Baicalein,Relation of Scutellaria baicalensis Georgi and Baicalein on Baicalein is one of the major flavonoids originally isolated from the roots of Scutellaria baicalensis Georgi (Labiatae).,Positive
832,Baicalein is one of the major flavonoids originally isolated from the roots of Scutellaria baicalensis Georgi (Labiatae).,Scutellaria baicalensis Georgi,flavonoids,Relation of Scutellaria baicalensis Georgi and flavonoids on Baicalein is one of the major flavonoids originally isolated from the roots of Scutellaria baicalensis Georgi (Labiatae).,Positive
833,Baicalein is one of the major flavonoids originally isolated from the roots of Scutellaria baicalensis Georgi (Labiatae).,Labiatae,Baicalein,Relation of Labiatae and Baicalein on Baicalein is one of the major flavonoids originally isolated from the roots of Scutellaria baicalensis Georgi (Labiatae).,Positive
834,Baicalein is one of the major flavonoids originally isolated from the roots of Scutellaria baicalensis Georgi (Labiatae).,Labiatae,flavonoids,Relation of Labiatae and flavonoids on Baicalein is one of the major flavonoids originally isolated from the roots of Scutellaria baicalensis Georgi (Labiatae).,Positive
835,"A simple and effective extraction method based on matrix solid-phase dispersion (MSPD) was developed to determine dimethoate, malathion, lufenuron, carbofuran, 3-hydroxycarbofuran, thiabendazole, difenoconazole and trichlorfon in coconut pulp using gas chromatography-mass spectrometry with selected ion monitoring (GC/MS, SIM).",coconut,dimethoate,"Relation of coconut and dimethoate on A simple and effective extraction method based on matrix solid-phase dispersion (MSPD) was developed to determine dimethoate, malathion, lufenuron, carbofuran, 3-hydroxycarbofuran, thiabendazole, difenoconazole and trichlorfon in coconut pulp using gas chromatography-mass spectrometry with selected ion monitoring (GC/MS, SIM).",Positive
836,"A simple and effective extraction method based on matrix solid-phase dispersion (MSPD) was developed to determine dimethoate, malathion, lufenuron, carbofuran, 3-hydroxycarbofuran, thiabendazole, difenoconazole and trichlorfon in coconut pulp using gas chromatography-mass spectrometry with selected ion monitoring (GC/MS, SIM).",coconut,malathion,"Relation of coconut and malathion on A simple and effective extraction method based on matrix solid-phase dispersion (MSPD) was developed to determine dimethoate, malathion, lufenuron, carbofuran, 3-hydroxycarbofuran, thiabendazole, difenoconazole and trichlorfon in coconut pulp using gas chromatography-mass spectrometry with selected ion monitoring (GC/MS, SIM).",Positive
837,"A simple and effective extraction method based on matrix solid-phase dispersion (MSPD) was developed to determine dimethoate, malathion, lufenuron, carbofuran, 3-hydroxycarbofuran, thiabendazole, difenoconazole and trichlorfon in coconut pulp using gas chromatography-mass spectrometry with selected ion monitoring (GC/MS, SIM).",coconut,lufenuron,"Relation of coconut and lufenuron on A simple and effective extraction method based on matrix solid-phase dispersion (MSPD) was developed to determine dimethoate, malathion, lufenuron, carbofuran, 3-hydroxycarbofuran, thiabendazole, difenoconazole and trichlorfon in coconut pulp using gas chromatography-mass spectrometry with selected ion monitoring (GC/MS, SIM).",Positive
838,"A simple and effective extraction method based on matrix solid-phase dispersion (MSPD) was developed to determine dimethoate, malathion, lufenuron, carbofuran, 3-hydroxycarbofuran, thiabendazole, difenoconazole and trichlorfon in coconut pulp using gas chromatography-mass spectrometry with selected ion monitoring (GC/MS, SIM).",coconut,carbofuran,"Relation of coconut and carbofuran on A simple and effective extraction method based on matrix solid-phase dispersion (MSPD) was developed to determine dimethoate, malathion, lufenuron, carbofuran, 3-hydroxycarbofuran, thiabendazole, difenoconazole and trichlorfon in coconut pulp using gas chromatography-mass spectrometry with selected ion monitoring (GC/MS, SIM).",Positive
839,"A simple and effective extraction method based on matrix solid-phase dispersion (MSPD) was developed to determine dimethoate, malathion, lufenuron, carbofuran, 3-hydroxycarbofuran, thiabendazole, difenoconazole and trichlorfon in coconut pulp using gas chromatography-mass spectrometry with selected ion monitoring (GC/MS, SIM).",coconut,3-hydroxycarbofuran,"Relation of coconut and 3-hydroxycarbofuran on A simple and effective extraction method based on matrix solid-phase dispersion (MSPD) was developed to determine dimethoate, malathion, lufenuron, carbofuran, 3-hydroxycarbofuran, thiabendazole, difenoconazole and trichlorfon in coconut pulp using gas chromatography-mass spectrometry with selected ion monitoring (GC/MS, SIM).",Positive
840,"A simple and effective extraction method based on matrix solid-phase dispersion (MSPD) was developed to determine dimethoate, malathion, lufenuron, carbofuran, 3-hydroxycarbofuran, thiabendazole, difenoconazole and trichlorfon in coconut pulp using gas chromatography-mass spectrometry with selected ion monitoring (GC/MS, SIM).",coconut,thiabendazole,"Relation of coconut and thiabendazole on A simple and effective extraction method based on matrix solid-phase dispersion (MSPD) was developed to determine dimethoate, malathion, lufenuron, carbofuran, 3-hydroxycarbofuran, thiabendazole, difenoconazole and trichlorfon in coconut pulp using gas chromatography-mass spectrometry with selected ion monitoring (GC/MS, SIM).",Positive
841,"A simple and effective extraction method based on matrix solid-phase dispersion (MSPD) was developed to determine dimethoate, malathion, lufenuron, carbofuran, 3-hydroxycarbofuran, thiabendazole, difenoconazole and trichlorfon in coconut pulp using gas chromatography-mass spectrometry with selected ion monitoring (GC/MS, SIM).",coconut,difenoconazole,"Relation of coconut and difenoconazole on A simple and effective extraction method based on matrix solid-phase dispersion (MSPD) was developed to determine dimethoate, malathion, lufenuron, carbofuran, 3-hydroxycarbofuran, thiabendazole, difenoconazole and trichlorfon in coconut pulp using gas chromatography-mass spectrometry with selected ion monitoring (GC/MS, SIM).",Positive
842,"A simple and effective extraction method based on matrix solid-phase dispersion (MSPD) was developed to determine dimethoate, malathion, lufenuron, carbofuran, 3-hydroxycarbofuran, thiabendazole, difenoconazole and trichlorfon in coconut pulp using gas chromatography-mass spectrometry with selected ion monitoring (GC/MS, SIM).",coconut,trichlorfon,"Relation of coconut and trichlorfon on A simple and effective extraction method based on matrix solid-phase dispersion (MSPD) was developed to determine dimethoate, malathion, lufenuron, carbofuran, 3-hydroxycarbofuran, thiabendazole, difenoconazole and trichlorfon in coconut pulp using gas chromatography-mass spectrometry with selected ion monitoring (GC/MS, SIM).",Positive
843,"An effective ionic liquid vacuum microwave-assisted method was developed for extraction of the thermo- and oxygen-sensitive glycosides salicin, hyperin and rutin from Populus bark due to the strong solvating effects of ionic liquids on plant cell walls.",Populus,salicin,"Relation of Populus and salicin on An effective ionic liquid vacuum microwave-assisted method was developed for extraction of the thermo- and oxygen-sensitive glycosides salicin, hyperin and rutin from Populus bark due to the strong solvating effects of ionic liquids on plant cell walls.",Positive
844,"An effective ionic liquid vacuum microwave-assisted method was developed for extraction of the thermo- and oxygen-sensitive glycosides salicin, hyperin and rutin from Populus bark due to the strong solvating effects of ionic liquids on plant cell walls.",Populus,hyperin,"Relation of Populus and hyperin on An effective ionic liquid vacuum microwave-assisted method was developed for extraction of the thermo- and oxygen-sensitive glycosides salicin, hyperin and rutin from Populus bark due to the strong solvating effects of ionic liquids on plant cell walls.",Positive
845,"An effective ionic liquid vacuum microwave-assisted method was developed for extraction of the thermo- and oxygen-sensitive glycosides salicin, hyperin and rutin from Populus bark due to the strong solvating effects of ionic liquids on plant cell walls.",Populus,rutin,"Relation of Populus and rutin on An effective ionic liquid vacuum microwave-assisted method was developed for extraction of the thermo- and oxygen-sensitive glycosides salicin, hyperin and rutin from Populus bark due to the strong solvating effects of ionic liquids on plant cell walls.",Positive
846,Ethylene production in apple fruit and protoplasts and in leaf tissue was inhibited by spermidine or spermine.,apple,Ethylene,Relation of apple and Ethylene on Ethylene production in apple fruit and protoplasts and in leaf tissue was inhibited by spermidine or spermine.,Positive
847,Ethylene production in apple fruit and protoplasts and in leaf tissue was inhibited by spermidine or spermine.,apple,spermidine,Relation of apple and spermidine on Ethylene production in apple fruit and protoplasts and in leaf tissue was inhibited by spermidine or spermine.,Negative
848,Ethylene production in apple fruit and protoplasts and in leaf tissue was inhibited by spermidine or spermine.,apple,spermine,Relation of apple and spermine on Ethylene production in apple fruit and protoplasts and in leaf tissue was inhibited by spermidine or spermine.,Negative
849,"Two new aromatic monoterpenoid glycosides, cruciaside A (2,5-O-beta-D-diglucopyranosyl-3-hydroxy-p-cymene) (1) and cruciaside B (5-O-beta-D-glucopyranosyl-2,3-dihydroxy-p-cymene) (2), were isolated from aerial parts of Cruciata taurica.",Cruciata taurica,monoterpenoid glycosides,"Relation of Cruciata taurica and monoterpenoid glycosides on Two new aromatic monoterpenoid glycosides, cruciaside A (2,5-O-beta-D-diglucopyranosyl-3-hydroxy-p-cymene) (1) and cruciaside B (5-O-beta-D-glucopyranosyl-2,3-dihydroxy-p-cymene) (2), were isolated from aerial parts of Cruciata taurica.",Positive
850,"Two new aromatic monoterpenoid glycosides, cruciaside A (2,5-O-beta-D-diglucopyranosyl-3-hydroxy-p-cymene) (1) and cruciaside B (5-O-beta-D-glucopyranosyl-2,3-dihydroxy-p-cymene) (2), were isolated from aerial parts of Cruciata taurica.",Cruciata taurica,cruciaside A,"Relation of Cruciata taurica and cruciaside A on Two new aromatic monoterpenoid glycosides, cruciaside A (2,5-O-beta-D-diglucopyranosyl-3-hydroxy-p-cymene) (1) and cruciaside B (5-O-beta-D-glucopyranosyl-2,3-dihydroxy-p-cymene) (2), were isolated from aerial parts of Cruciata taurica.",Positive
851,"Two new aromatic monoterpenoid glycosides, cruciaside A (2,5-O-beta-D-diglucopyranosyl-3-hydroxy-p-cymene) (1) and cruciaside B (5-O-beta-D-glucopyranosyl-2,3-dihydroxy-p-cymene) (2), were isolated from aerial parts of Cruciata taurica.",Cruciata taurica,"2,5-O-beta-D-diglucopyranosyl-3-hydroxy-p-cymene","Relation of Cruciata taurica and 2,5-O-beta-D-diglucopyranosyl-3-hydroxy-p-cymene on Two new aromatic monoterpenoid glycosides, cruciaside A (2,5-O-beta-D-diglucopyranosyl-3-hydroxy-p-cymene) (1) and cruciaside B (5-O-beta-D-glucopyranosyl-2,3-dihydroxy-p-cymene) (2), were isolated from aerial parts of Cruciata taurica.",Positive
852,"Two new aromatic monoterpenoid glycosides, cruciaside A (2,5-O-beta-D-diglucopyranosyl-3-hydroxy-p-cymene) (1) and cruciaside B (5-O-beta-D-glucopyranosyl-2,3-dihydroxy-p-cymene) (2), were isolated from aerial parts of Cruciata taurica.",Cruciata taurica,cruciaside B,"Relation of Cruciata taurica and cruciaside B on Two new aromatic monoterpenoid glycosides, cruciaside A (2,5-O-beta-D-diglucopyranosyl-3-hydroxy-p-cymene) (1) and cruciaside B (5-O-beta-D-glucopyranosyl-2,3-dihydroxy-p-cymene) (2), were isolated from aerial parts of Cruciata taurica.",Positive
853,"Two new aromatic monoterpenoid glycosides, cruciaside A (2,5-O-beta-D-diglucopyranosyl-3-hydroxy-p-cymene) (1) and cruciaside B (5-O-beta-D-glucopyranosyl-2,3-dihydroxy-p-cymene) (2), were isolated from aerial parts of Cruciata taurica.",Cruciata taurica,"5-O-beta-D-glucopyranosyl-2,3-dihydroxy-p-cymene","Relation of Cruciata taurica and 5-O-beta-D-glucopyranosyl-2,3-dihydroxy-p-cymene on Two new aromatic monoterpenoid glycosides, cruciaside A (2,5-O-beta-D-diglucopyranosyl-3-hydroxy-p-cymene) (1) and cruciaside B (5-O-beta-D-glucopyranosyl-2,3-dihydroxy-p-cymene) (2), were isolated from aerial parts of Cruciata taurica.",Positive
854,"The pl1 transcript was observed during growth on polygalacturonic acid sodium salt and tomato vascular tissue, but not on pectin or glucose.",tomato,polygalacturonic acid sodium,"Relation of tomato and polygalacturonic acid sodium on The pl1 transcript was observed during growth on polygalacturonic acid sodium salt and tomato vascular tissue, but not on pectin or glucose.",Negative
855,"The pl1 transcript was observed during growth on polygalacturonic acid sodium salt and tomato vascular tissue, but not on pectin or glucose.",tomato,glucose,"Relation of tomato and glucose on The pl1 transcript was observed during growth on polygalacturonic acid sodium salt and tomato vascular tissue, but not on pectin or glucose.",Negative
856,"Lifestyle (i.e., use of alcohol and tobacco), nutritional deficiencies, ingestion of nitrosamines, and mutagen-inducing fungi are blamed for cancer of the esophagus.",tobacco,alcohol,"Relation of tobacco and alcohol on Lifestyle (i.e., use of alcohol and tobacco), nutritional deficiencies, ingestion of nitrosamines, and mutagen-inducing fungi are blamed for cancer of the esophagus.",Negative
857,"Lifestyle (i.e., use of alcohol and tobacco), nutritional deficiencies, ingestion of nitrosamines, and mutagen-inducing fungi are blamed for cancer of the esophagus.",tobacco,nitrosamines,"Relation of tobacco and nitrosamines on Lifestyle (i.e., use of alcohol and tobacco), nutritional deficiencies, ingestion of nitrosamines, and mutagen-inducing fungi are blamed for cancer of the esophagus.",Negative
